Study	Tissue	dir	ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
MAYO	TCX	ora_up	BP	GO:0002711	positive regulation of T cell mediated immunity	17/2803	40/13000	0.0023230267378495134	0.014606638904030623	0.010010327020989083	IL1R1/IL18R1/AZGP1/PTPRC/HLA-DRB1/HLA-DRA/MR1/B2M/SASH3/HLA-E/HLA-B/ARID5A/CD55/CD81/NECTIN2/FADD/HLA-A	17
MAYO	TCX	ora_up	BP	GO:0045599	negative regulation of fat cell differentiation	17/2803	40/13000	0.0023230267378495134	0.014606638904030623	0.010010327020989083	MSX2/YAP1/WWTR1/ID4/TGFB1/TGFB1I1/FOXO1/GPER1/ZFP36L2/FERMT2/GATA2/RORA/SORT1/JAG1/JDP2/BMP2/SIRT1	17
MAYO	TCX	ora_up	BP	GO:0097300	programmed necrotic cell death	17/2803	40/13000	0.0023230267378495134	0.014606638904030623	0.010010327020989083	NUPR1/YBX3/FAS/PYGL/MLKL/CAV1/CASP6/TLR3/FZD9/BIRC3/TP53/MAP3K5/FADD/BIRC2/RIPK1/ITPK1/BAX	17
MAYO	TCX	ora_up	BP	GO:0050873	brown fat cell differentiation	16/2803	37/13000	0.0025013444805305255	0.015676008321390756	0.010743194975372865	SLC2A4/RREB1/CEBPB/BMP7/PRDM16/ADRB2/METRNL/GATA2/PEX11A/ZNF516/ZBTB7B/CEBPA/SOX13/TFE3/SIRT1/MAPK14	16
MAYO	TCX	ora_up	BP	GO:0061900	glial cell activation	16/2803	37/13000	0.0025013444805305255	0.015676008321390756	0.010743194975372865	CLU/SMO/SPHK1/TREM2/C5AR1/PTPRC/TLR2/LDLR/ITGB2/TYROBP/TLR3/CTSC/LRP1/GRN/IFNGR1/JAK2	16
MAYO	TCX	ora_up	BP	GO:2000107	negative regulation of leukocyte apoptotic process	16/2803	37/13000	0.0025013444805305255	0.015676008321390756	0.010743194975372865	ITPKB/MERTK/BCL3/BCL6/GPAM/AXL/HCLS1/ST6GAL1/BCL2/IRF7/FADD/HIF1A/SELENOS/TSC22D3/IRS2/BCL2L1	16
MAYO	TCX	ora_up	BP	GO:0001938	positive regulation of endothelial cell proliferation	28/2803	78/13000	0.0025567114871606375	0.015900410728295764	0.010896984049791371	APLNR/EGF/FGF2/BMP6/APLN/HMOX1/IGF2/STAT3/VEGFC/PGF/PRKCA/FLT4/PRKD1/THBS4/FGFR1/SP1/ACVRL1/GATA2/PRKD2/CAV2/VEGFB/TEK/HIF1A/BMP2/TGFBR1/TNFSF12/SIRT1/AKT1	28
MAYO	TCX	ora_up	BP	GO:0030316	osteoclast differentiation	28/2803	78/13000	0.0025567114871606375	0.015900410728295764	0.010896984049791371	LTF/TNFRSF11B/NOTCH2/TLR4/ANXA2/CD109/EPHA2/CSF1/TREM2/CCR1/LILRB3/CEBPB/TYROBP/NEDD9/TLR3/INPP5D/SBNO2/CD81/TCIRG1/FSTL3/GPR137B/TOB2/GPR137/TFE3/TMEM64/OSTM1/CTNNB1/MAPK14	28
MAYO	TCX	ora_up	BP	GO:0001946	lymphangiogenesis	9/2803	16/13000	0.0025622439872529912	0.015900410728295764	0.010896984049791371	PDPN/EPHA2/FOXC1/VEGFC/FLT4/CLEC14A/ACVRL1/TIE1/PTPN14	9
MAYO	TCX	ora_up	BP	GO:0030728	ovulation	9/2803	16/13000	0.0025622439872529912	0.015900410728295764	0.010896984049791371	ADAMTS1/IL4R/INHBB/NOS3/PGR/MMP2/PLAT/INHBA/SIRT1	9
MAYO	TCX	ora_up	BP	GO:0042730	fibrinolysis	9/2803	16/13000	0.0025622439872529912	0.015900410728295764	0.010896984049791371	ANXA2/SERPINE1/THBD/THBS1/SERPING1/PLAUR/PROS1/FAP/PLAT	9
MAYO	TCX	ora_up	BP	GO:0043117	positive regulation of vascular permeability	9/2803	16/13000	0.0025622439872529912	0.015900410728295764	0.010896984049791371	ANGPT1/BMP6/TGFB1/PDE3A/PTP4A3/TJP2/OCLN/APOE/TJP1	9
MAYO	TCX	ora_up	BP	GO:0060644	mammary gland epithelial cell differentiation	9/2803	16/13000	0.0025622439872529912	0.015900410728295764	0.010896984049791371	FGF2/SMO/IRF6/CEBPB/FOXF1/ZNF703/ID2/HIF1A/AKT1	9
MAYO	TCX	ora_up	BP	GO:1902644	tertiary alcohol metabolic process	9/2803	16/13000	0.0025622439872529912	0.015900410728295764	0.010896984049791371	HSD11B2/SULT1C4/AKR1C1/AKR1C2/REST/WNT4/DKK3/AKR7A2/BMP2	9
MAYO	TCX	ora_up	BP	GO:2000738	positive regulation of stem cell differentiation	9/2803	16/13000	0.0025622439872529912	0.015900410728295764	0.010896984049791371	TGFB2/FGF2/FOXC1/SOX5/SOX9/SOX17/PTN/SOX6/LTBP3	9
MAYO	TCX	ora_up	BP	GO:0032612	interleukin-1 production	26/2803	71/13000	0.002606343863840214	0.01611293233526687	0.011042630888792766	AQP4/ANXA1/HSPB1/TLR4/SPHK1/S1PR3/LILRA2/TREM2/MYD88/TNFAIP3/MNDA/STAT3/CASP1/GSDMD/TYROBP/IFI16/TMED10/SERPINB1/PML/CARD8/GIT1/NOD1/GSTP1/RIPK2/ERRFI1/JAK2	26
MAYO	TCX	ora_up	BP	GO:0032652	regulation of interleukin-1 production	26/2803	71/13000	0.002606343863840214	0.01611293233526687	0.011042630888792766	AQP4/ANXA1/HSPB1/TLR4/SPHK1/S1PR3/LILRA2/TREM2/MYD88/TNFAIP3/MNDA/STAT3/CASP1/GSDMD/TYROBP/IFI16/TMED10/SERPINB1/PML/CARD8/GIT1/NOD1/GSTP1/RIPK2/ERRFI1/JAK2	26
MAYO	TCX	ora_up	BP	GO:0060191	regulation of lipase activity	24/2803	64/13000	0.0026077917842278315	0.01611293233526687	0.011042630888792766	ANXA1/FGF2/ANGPTL4/FLT1/EGFR/C5AR1/PDGFRB/ADRA1A/GNA13/APOC1/RHOC/ADCYAP1R1/AGT/PLA2R1/FGFR1/PCSK5/ABHD5/RHOA/SORT1/LRP1/ABL1/FURIN/NR1H3/POR	24
MAYO	TCX	ora_up	BP	GO:0071230	cellular response to amino acid stimulus	24/2803	64/13000	0.0026077917842278315	0.01611293233526687	0.011042630888792766	COL1A2/COL3A1/EGFR/COL1A1/CAPN2/CEBPB/SOCS1/MMP2/NTRK2/COL4A1/XBP1/SESN2/COL6A1/PDGFC/FYN/SESN3/GCLM/ZEB1/NSMF/SH3BP4/SESN1/HNRNPAB/BCL2L1/HSF1	24
MAYO	TCX	ora_up	BP	GO:0002753	cytoplasmic pattern recognition receptor signaling pathway	19/2803	47/13000	0.0026430840540455007	0.016260526817930412	0.011143781403135121	TLR4/IFIH1/SLC15A2/TNFAIP3/SLC15A3/ERBIN/TSPAN6/NFKBIA/DDX60/BIRC3/ALPK1/SEC14L1/RELA/RNF135/IRF7/CLPB/BIRC2/RIPK2/LSM14A	19
MAYO	TCX	ora_up	BP	GO:0060071	Wnt signaling pathway, planar cell polarity pathway	19/2803	47/13000	0.0026430840540455007	0.016260526817930412	0.011143781403135121	PLEKHA4/FZD7/SFRP2/ZNRF3/GPC4/GPC6/VANGL1/FZD1/FZD6/DAB2/ARHGEF19/RHOA/DAAM1/PTK7/ABL1/RYK/DVL1/MLLT3/MED12	19
MAYO	TCX	ora_up	BP	GO:0060675	ureteric bud morphogenesis	19/2803	47/13000	0.0026430840540455007	0.016260526817930412	0.011143781403135121	NPNT/HS3ST3B1/FGF2/SMO/MYC/NOG/SOX9/LGR4/AGT/LAMA5/GLI3/SALL1/WNT4/BCL2/DCHS1/HS2ST1/SMAD4/BMP2/CTNNB1	19
MAYO	TCX	ora_up	BP	GO:0072171	mesonephric tubule morphogenesis	19/2803	47/13000	0.0026430840540455007	0.016260526817930412	0.011143781403135121	NPNT/HS3ST3B1/FGF2/SMO/MYC/NOG/SOX9/LGR4/AGT/LAMA5/GLI3/SALL1/WNT4/BCL2/DCHS1/HS2ST1/SMAD4/BMP2/CTNNB1	19
MAYO	TCX	ora_up	BP	GO:0019884	antigen processing and presentation of exogenous antigen	15/2803	34/13000	0.0026707572608483682	0.016360181158558803	0.011212077233908069	FCER1G/HLA-DQA1/HLA-DRB1/HLA-DRA/CTSS/HLA-DPA1/MR1/B2M/TAP1/HLA-DPB1/HLA-E/HLA-A/AP3B1/CTSD/PIKFYVE	15
MAYO	TCX	ora_up	BP	GO:0042088	T-helper 1 type immune response	15/2803	34/13000	0.0026707572608483682	0.016360181158558803	0.011212077233908069	ANXA1/IL1R1/TLR4/IL18R1/IL4R/HLA-DRB1/BCL3/SPN/LEF1/EBI3/PLA2G4A/ARID5A/STAT6/IL27RA/RIPK2	15
MAYO	TCX	ora_up	BP	GO:0062208	positive regulation of pattern recognition receptor signaling pathway	15/2803	34/13000	0.0026707572608483682	0.016360181158558803	0.011212077233908069	LTF/TLR4/TLR2/TLR5/TLR1/SLC15A3/CAV1/CD14/TLR3/NINJ1/DDX60/IFI35/MFHAS1/DDX3X/NR1H3	15
MAYO	TCX	ora_up	BP	GO:0071604	transforming growth factor beta production	15/2803	34/13000	0.0026707572608483682	0.016360181158558803	0.011212077233908069	TGFB2/COL3A1/LRRC32/FN1/LTBP1/THBS1/ITGB8/CD34/TYROBP/ITGAV/BMPR1A/SMAD4/HIF1A/CD2AP/FURIN	15
MAYO	TCX	ora_up	BP	GO:0007224	smoothened signaling pathway	41/2803	126/13000	0.002698337131936632	0.016493694173027453	0.011303577335003909	GLI2/SMO/EVC/TGFBR2/RFX4/EVC2/GLI1/PRRX1/ZIC3/ZIC1/BOC/NOG/KIF7/GAS1/PAX6/PTCHD1/CHSY1/FOXF1/DLG5/GLI3/DZIP1L/RAB34/GLIS2/GPR37L1/KCTD21/GPR161/RORA/TULP3/TTC23/DISP1/CTNNA1/CDON/SUFU/RB1/HIPK1/CREBBP/IFT140/SSNA1/TCTN3/ARL13B/POR	41
MAYO	TCX	ora_up	BP	GO:0046631	alpha-beta T cell activation	41/2803	126/13000	0.002698337131936632	0.016493694173027453	0.011303577335003909	ANXA1/ITPKB/TGFBR2/IL18R1/PNP/IL4R/PTPRC/HLA-DRB1/HLA-DRA/BCL3/BCL6/SOCS1/STAT3/SASH3/IL6R/HLA-E/IRF1/ELF4/SPN/LEF1/GLI3/EBI3/TWSG1/HFE/CD55/NFKBIZ/BCL2/CD81/TCIRG1/ZBTB16/RHOA/RORA/CBFB/ZBTB7B/HLA-A/LOXL3/ABL1/STAT6/RIPK2/AP3B1/JAK2	41
MAYO	TCX	ora_up	BP	GO:0042303	molting cycle	29/2803	82/13000	0.0027950439144801826	0.017030059235342395	0.011671162904256542	MSX2/TGFB2/GLI2/SMO/CD109/IGFBP5/LRIG1/EGFR/LRP4/SOX21/SOX9/NGFR/LGR4/APCDD1/LAMA5/ZMPSTE24/FZD6/RELA/EDA/BCL2/PPP1R13L/INHBA/SOS1/SMAD4/NOTCH1/HDAC1/NIPBL/PER1/CTNNB1	29
MAYO	TCX	ora_up	BP	GO:0042633	hair cycle	29/2803	82/13000	0.0027950439144801826	0.017030059235342395	0.011671162904256542	MSX2/TGFB2/GLI2/SMO/CD109/IGFBP5/LRIG1/EGFR/LRP4/SOX21/SOX9/NGFR/LGR4/APCDD1/LAMA5/ZMPSTE24/FZD6/RELA/EDA/BCL2/PPP1R13L/INHBA/SOS1/SMAD4/NOTCH1/HDAC1/NIPBL/PER1/CTNNB1	29
MAYO	TCX	ora_up	BP	GO:0046634	regulation of alpha-beta T cell activation	29/2803	82/13000	0.0027950439144801826	0.017030059235342395	0.011671162904256542	ANXA1/ITPKB/TGFBR2/PNP/IL4R/PTPRC/HLA-DRB1/HLA-DRA/BCL6/SOCS1/SASH3/HLA-E/IRF1/GLI3/EBI3/TWSG1/HFE/CD55/NFKBIZ/CD81/ZBTB16/RHOA/CBFB/ZBTB7B/HLA-A/LOXL3/RIPK2/AP3B1/JAK2	29
MAYO	TCX	ora_up	BP	GO:0002861	regulation of inflammatory response to antigenic stimulus	14/2803	31/13000	0.0028208837105425546	0.017169156671530617	0.011766490161483465	FGR/TREM2/HLA-DRB1/C3/HLA-E/YES1/CD81/RHBDF2/LYN/FYN/GPX1/SELENOS/FURIN/MAPK14	14
MAYO	TCX	ora_up	BP	GO:0006809	nitric oxide biosynthetic process	21/2803	54/13000	0.0028355455714979493	0.017239996155919837	0.011815038387354827	CLU/SPR/TLR4/CYP1B1/KLF4/NQO1/KLF2/CD34/NOS3/CAV1/DDAH2/AGT/TSPO/DDAH1/RORA/TICAM1/GCH1/ATP2B4/CYB5B/JAK2/AKT1	21
MAYO	TCX	ora_up	BP	GO:0051047	positive regulation of secretion	70/2803	239/13000	0.002847787043566928	0.017272396596883264	0.011837243291015358	S100A8/P2RY2/TGFB2/SCIN/S100A10/SYTL4/TLR4/EDNRB/BMP6/ANXA2/FGR/AQP1/EZR/WLS/TREM2/IL4R/INHBB/HLA-DRB1/TLR2/TGFB1/SPP1/ADORA2B/RAB27A/NPR1/SDC4/VEGFC/GLUL/ADCY8/ITGB2/NKX3-1/VAMP8/GPER1/AGT/RGCC/PLA2R1/C1QTNF1/RAB9A/NMB/LRRC8A/PLA2G4A/DAB2/XBP1/TMED10/HFE/GATA2/INHBA/PFKFB2/SMAD4/HIF1A/UNC13B/BMP2/GLUD1/SDCBP/CD2AP/RASL10B/SRI/GCK/TM7SF3/GOLPH3L/IRS2/TCF7L2/SERP1/GNAI2/RAB7A/JAK2/RAB8B/SEC24A/GOLPH3/ARF6/PTPN23	70
MAYO	TCX	ora_up	BP	GO:0003177	pulmonary valve development	10/2803	19/13000	0.0028499605817406894	0.017272396596883264	0.011837243291015358	TGFB2/NOTCH2/GJA5/TNFRSF1A/NOS3/SMAD6/TNFRSF1B/HEYL/NOTCH1/JAG1	10
MAYO	TCX	ora_up	BP	GO:0034312	diol biosynthetic process	10/2803	19/13000	0.0028499605817406894	0.017272396596883264	0.011837243291015358	SPR/SPHK1/SPTLC3/QDPR/ACER2/SPTSSA/GCH1/SPTLC1/PCBD1/ACER3	10
MAYO	TCX	ora_up	BP	GO:0002456	T cell mediated immunity	27/2803	75/13000	0.0028857315473293224	0.01741516086181918	0.011935083525740768	ICAM1/IL1R1/IL18R1/AZGP1/PTPRC/HLA-DRB1/HLA-DRA/RAB27A/TNFRSF1B/CTSH/MR1/B2M/SASH3/HLA-E/EMP2/MICA/HLA-B/ARID5A/HFE/CTSC/CD55/CD81/NECTIN2/BTN3A2/FADD/JAG1/HLA-A	27
MAYO	TCX	ora_up	BP	GO:0048678	response to axon injury	27/2803	75/13000	0.0028857315473293224	0.01741516086181918	0.011935083525740768	TNC/FGF2/LAMB2/KLF4/TREM2/RGMA/FLNA/SPP1/MMP2/DPYSL3/TYROBP/AXL/TSPO/DAG1/BCL2/CERS2/PTN/LYN/KREMEN1/IGF1R/CTNNA1/GRN/SCARF1/BAX/JAK2/MAX/TXN2	27
MAYO	TCX	ora_up	BP	GO:0072163	mesonephric epithelium development	27/2803	75/13000	0.0028857315473293224	0.01741516086181918	0.011935083525740768	NPNT/FOXJ1/HS3ST3B1/FGF2/SMO/MYC/FOXC1/SMAD6/SDC4/CAT/NOG/BMP7/SOX9/LGR4/AGT/LAMA5/GLI3/SMAD1/SALL1/WNT4/BCL2/DCHS1/SMAD5/HS2ST1/SMAD4/BMP2/CTNNB1	27
MAYO	TCX	ora_up	BP	GO:0072164	mesonephric tubule development	27/2803	75/13000	0.0028857315473293224	0.01741516086181918	0.011935083525740768	NPNT/FOXJ1/HS3ST3B1/FGF2/SMO/MYC/FOXC1/SMAD6/SDC4/CAT/NOG/BMP7/SOX9/LGR4/AGT/LAMA5/GLI3/SMAD1/SALL1/WNT4/BCL2/DCHS1/SMAD5/HS2ST1/SMAD4/BMP2/CTNNB1	27
MAYO	TCX	ora_up	BP	GO:0046890	regulation of lipid biosynthetic process	43/2803	134/13000	0.0029007003731166504	0.01744524303994457	0.011955699660809027	ANXA1/SPHK1/BMP6/PDK4/SNAI2/C3/CAPN2/LDLR/IGFBP7/RDH10/PPARA/SORBS1/APOC1/ADGRF5/GPER1/APOE/MID1IP1/TSPO/ERLIN2/NFKB1/DAB2/ELOVL5/REST/WNT4/DKK3/IDH1/ZBTB20/SEC14L2/IGF1R/STARD4/LPIN1/BMP2/CDK4/CREBL2/ACADVL/LPCAT3/ERLIN1/ABCD1/SIRT1/NR1H3/POR/CTDNEP1/AKT1	43
MAYO	TCX	ora_up	BP	GO:0030834	regulation of actin filament depolymerization	18/2803	44/13000	0.0029060110271694447	0.01744524303994457	0.011955699660809027	SCIN/EPS8/SWAP70/CAPG/GSN/PLEK/CARMIL1/ADD3/PIK3CA/TMOD3/WDR1/TWF1/PLEKHH2/SVIL/RDX/CAPZA2/FLII/ADD1	18
MAYO	TCX	ora_up	BP	GO:0032371	regulation of sterol transport	18/2803	44/13000	0.0029060110271694447	0.01744524303994457	0.011955699660809027	EGF/ANXA2/TREM2/PLTP/ABCA1/CAV1/NFKBIA/APOC1/APOE/TSPO/NFKB1/RXRA/LRP1/FURIN/LPCAT3/SIRT1/NR1H3/SEC24A	18
MAYO	TCX	ora_up	BP	GO:0032374	regulation of cholesterol transport	18/2803	44/13000	0.0029060110271694447	0.01744524303994457	0.011955699660809027	EGF/ANXA2/TREM2/PLTP/ABCA1/CAV1/NFKBIA/APOC1/APOE/TSPO/NFKB1/RXRA/LRP1/FURIN/LPCAT3/SIRT1/NR1H3/SEC24A	18
MAYO	TCX	ora_up	BP	GO:0071385	cellular response to glucocorticoid stimulus	18/2803	44/13000	0.0029060110271694447	0.01744524303994457	0.011955699660809027	ANXA1/FAM107A/GJB2/AQP1/CYP1B1/ZFP36L1/ZFP36/DDIT4/ZFP36L2/REST/PLAT/ACVR1/IGF1R/FBXO32/BCL2L11/ERRFI1/JAK2/UBE2L3	18
MAYO	TCX	ora_up	BP	GO:0071402	cellular response to lipoprotein particle stimulus	13/2803	28/13000	0.0029372141743453	0.017595517265011813	0.012058686675524215	TLR4/FCER1G/TREM2/ABCA1/LDLR/MYD88/ITGB1/ITGB2/APOE/CD81/NPC1/TICAM1/AKT1	13
MAYO	TCX	ora_up	BP	GO:1990776	response to angiotensin	13/2803	28/13000	0.0029372141743453	0.017595517265011813	0.012058686675524215	DDR2/COL3A1/CA2/CAV1/AGT/NFE2L2/NFKB1/RELA/ROCK1/AHCYL1/INHBA/IGF1R/HSF1	13
MAYO	TCX	ora_up	BP	GO:0002862	negative regulation of inflammatory response to antigenic stimulus	11/2803	22/13000	0.002982195580576388	0.017827527668791553	0.012217689717179884	FGR/TREM2/HLA-DRB1/YES1/RHBDF2/LYN/FYN/GPX1/SELENOS/FURIN/MAPK14	11
MAYO	TCX	ora_up	BP	GO:0002920	regulation of humoral immune response	11/2803	22/13000	0.002982195580576388	0.017827527668791553	0.012217689717179884	FOXJ1/VSIG4/CFH/CR1/TREM2/PTPRC/C3/SERPING1/CD59/A2M/CD55	11
MAYO	TCX	ora_up	BP	GO:0002504	antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	12/2803	25/13000	0.002999856946373319	0.01787689045472	0.01225151937731302	FCER1G/TREM2/HLA-DQA1/HLA-DRB1/THBS1/HLA-DRA/CTSS/HLA-DPA1/B2M/HLA-DPB1/CTSD/PIKFYVE	12
MAYO	TCX	ora_up	BP	GO:0006026	aminoglycan catabolic process	12/2803	25/13000	0.002999856946373319	0.01787689045472	0.01225151937731302	CD44/CHI3L2/CHI3L1/FGF2/LYVE1/HPSE2/TGFB1/HYAL2/GLB1/GNS/HYAL1/NAGLU	12
MAYO	TCX	ora_up	BP	GO:0043304	regulation of mast cell degranulation	12/2803	25/13000	0.002999856946373319	0.01787689045472	0.01225151937731302	FGR/IL4R/CD84/ADORA2B/RAC2/HMOX1/VAMP8/FES/FOXF1/GATA2/LYN/FER	12
MAYO	TCX	ora_up	BP	GO:0106106	cold-induced thermogenesis	40/2803	123/13000	0.0030540564171523945	0.01816192257249229	0.012446859642046913	GJA1/TLR4/CXCR4/IL18R1/G0S2/IL4R/CEBPB/CAV1/GADD45G/PRDM16/DOCK7/ADRB2/LGR4/ID1/EPAS1/ZNF423/APPL2/ADIPOR2/ALPL/PDGFC/ZNF516/LEPR/LAMA4/GATM/HADH/IGF1R/KDM3A/ZBTB7B/APC/NOTCH1/LPIN1/ATF4/RB1/STAT6/EHMT1/TFE3/JAK2/NR1H3/RHEB/HSF1	40
MAYO	TCX	ora_up	BP	GO:0120161	regulation of cold-induced thermogenesis	40/2803	123/13000	0.0030540564171523945	0.01816192257249229	0.012446859642046913	GJA1/TLR4/CXCR4/IL18R1/G0S2/IL4R/CEBPB/CAV1/GADD45G/PRDM16/DOCK7/ADRB2/LGR4/ID1/EPAS1/ZNF423/APPL2/ADIPOR2/ALPL/PDGFC/ZNF516/LEPR/LAMA4/GATM/HADH/IGF1R/KDM3A/ZBTB7B/APC/NOTCH1/LPIN1/ATF4/RB1/STAT6/EHMT1/TFE3/JAK2/NR1H3/RHEB/HSF1	40
MAYO	TCX	ora_up	BP	GO:0002921	negative regulation of humoral immune response	7/2803	11/13000	0.0031013749954831907	0.018347657260623068	0.012574148676817085	FOXJ1/VSIG4/CR1/SERPING1/CD59/A2M/CD55	7
MAYO	TCX	ora_up	BP	GO:0032060	bleb assembly	7/2803	11/13000	0.0031013749954831907	0.018347657260623068	0.012574148676817085	EMP1/EMP3/ANO6/LPAR3/ANLN/EMP2/ROCK1	7
MAYO	TCX	ora_up	BP	GO:0045618	positive regulation of keratinocyte differentiation	7/2803	11/13000	0.0031013749954831907	0.018347657260623068	0.012574148676817085	ALOX15B/ETV4/FOXC1/PRKCH/NOTCH1/MED1/NCOA3	7
MAYO	TCX	ora_up	BP	GO:0070424	regulation of nucleotide-binding oligomerization domain containing signaling pathway	7/2803	11/13000	0.0031013749954831907	0.018347657260623068	0.012574148676817085	TLR4/SLC15A2/TNFAIP3/SLC15A3/ERBIN/BIRC3/BIRC2	7
MAYO	TCX	ora_up	BP	GO:0070486	leukocyte aggregation	7/2803	11/13000	0.0031013749954831907	0.018347657260623068	0.012574148676817085	S100A9/S100A8/CD44/MSN/RAC2/JAM2/BMP7	7
MAYO	TCX	ora_up	BP	GO:0045453	bone resorption	20/2803	51/13000	0.00315513223841358	0.0186077757556077	0.012752414958068494	TNFRSF11B/PDK4/S1PR1/SPP1/TNFAIP3/ADRB2/PRKCA/INPP5D/CTSK/PTH1R/TCIRG1/TPP1/GPR137B/PLEKHM1/LTBP3/GPR137/TMEM64/CSK/RAB7A/CTNNB1	20
MAYO	TCX	ora_up	BP	GO:0045670	regulation of osteoclast differentiation	20/2803	51/13000	0.00315513223841358	0.0186077757556077	0.012752414958068494	LTF/TNFRSF11B/NOTCH2/TLR4/CSF1/TREM2/CCR1/LILRB3/CEBPB/TYROBP/NEDD9/TLR3/INPP5D/FSTL3/GPR137B/TOB2/GPR137/TFE3/TMEM64/CTNNB1	20
MAYO	TCX	ora_up	BP	GO:0071384	cellular response to corticosteroid stimulus	20/2803	51/13000	0.00315513223841358	0.0186077757556077	0.012752414958068494	ANXA1/FAM107A/GJB2/AQP1/CYP1B1/ZFP36L1/ZFP36/DDIT4/GPER1/ZFP36L2/REST/PLAT/SGK1/ACVR1/IGF1R/FBXO32/BCL2L11/ERRFI1/JAK2/UBE2L3	20
MAYO	TCX	ora_up	BP	GO:0002824	positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	28/2803	79/13000	0.0031598006990496822	0.018616057217644977	0.012758090469303467	IL1R1/IL18R1/AZGP1/TREM2/PTPRC/HLA-DRB1/TGFB1/C3/HLA-DRA/MR1/B2M/SASH3/HLA-E/HLA-B/PLA2G4A/ARID5A/CD40/CD55/NFKBIZ/CD81/NECTIN2/FADD/TNFSF13/HLA-A/STAT6/IL27RA/RIPK2/JAK2	28
MAYO	TCX	ora_up	BP	GO:0002700	regulation of production of molecular mediator of immune response	41/2803	127/13000	0.0031703574747029956	0.01865897696411887	0.01278750453921267	ANGPT1/TGFB2/IL1R1/TLR4/IL18R1/IRAK3/CR1/IL4R/BST2/PTPRC/TGFB1/MYD88/TRIL/HMOX1/BCL6/TNFRSF1B/B2M/SASH3/MAPKAPK2/AXL/HLA-E/TLR3/XBP1/ARID5A/CD40/HFE/CD55/CD81/GPRC5B/TMBIM6/DDX21/TICAM1/TNFSF13/HLA-A/STAT6/NOD1/IL27RA/RIPK2/SIRT1/DNAJB9/UBE2J1	41
MAYO	TCX	ora_up	BP	GO:1901214	regulation of neuron death	78/2803	272/13000	0.003174655160277877	0.018665008638211068	0.012791638209562405	CCL2/ANGPT1/TGFB2/NDNF/CLU/NUPR1/DDR2/TLR4/CSF1/TREM2/RAB29/PTPRZ1/NQO1/SLC7A11/ITGA1/CD34/GPNMB/CAPN2/HMOX1/ASCL1/CEBPB/TNFRSF1B/PCDHGC3/ELK1/DRAXIN/DDIT4/ITGB2/PPARA/MCL1/TYROBP/AXL/FZD1/APOE/NTRK2/FZD9/NES/NFATC4/TP53/REST/BCL2/PIK3CA/MT3/ROCK1/BTG2/GPR75/EPHB1/MAP3K5/RRAS2/FYN/CNTFR/RHOA/UNC5B/WFS1/IL6ST/GCLM/NSMF/HIF1A/HDGF/ATF4/GRN/BCL2L11/EGLN1/ABL1/IL27RA/GBE1/CTSZ/SIRT1/EFNB2/BAX/ZNF746/PICALM/JAK2/BCL2L1/HSF1/CBL/CTNNB1/AKT1/ADNP	78
MAYO	TCX	ora_up	BP	GO:1903202	negative regulation of oxidative stress-induced cell death	17/2803	41/13000	0.003182274373130169	0.018690536302740837	0.012809133012556036	HGF/HSPB1/DDR2/SLC7A11/PYCR1/FZD1/NFE2L2/REST/FYN/GPR37L1/GPX1/HIF1A/ATF4/MAPK7/SIRT1/CTNNB1/AKT1	17
MAYO	TCX	ora_up	BP	GO:0055080	cation homeostasis	126/2803	469/13000	0.003193434063874731	0.01873678443032674	0.012840828112591374	LTF/S100A9/S100A8/CP/APLNR/STEAP4/SLC39A12/MT1A/MT1H/FGF2/TMPRSS3/STEAP3/TGM2/EDNRB/HVCN1/BMP6/ITPR2/MT1X/MT2A/PDK4/MYC/SLC4A11/RAB20/PTPRC/BDH2/SLC4A4/FLNA/SLC12A7/ATP1A2/SLC1A3/CCR1/MT1M/CYBRD1/MT1F/MT1G/SYPL2/CA2/HMOX1/HAP1/NPR1/CAV1/ATP6V0E1/KCNJ10/CDH23/B2M/ADCY8/RYR3/MT1E/CLIC2/HYAL2/HEPH/SLC30A1/SLC9A9/TRDN/ITPR3/GPER1/CDH5/ATP1B2/SLC12A4/APOE/AGT/PRKD1/FZD9/CLIC4/EPAS1/SLC39A8/ATP13A4/SLC41A1/CD40/KCNQ1/HFE/SPX/PTH1R/BCL2/MT3/TRPC4/NEO1/SLC9A2/ALPL/SLC40A1/SLC4A2/LYN/TCIRG1/ABCC6/CAV2/ANKRD9/TMBIM6/RHCG/SELENON/WFS1/SMAD4/HERPUD1/ATP1B3/SGCD/HIF1A/SNAPIN/PML/TMEM38B/MCUR1/ATF4/GRN/SLC30A6/ATP2B4/EGLN1/ABL1/SRI/ABCB7/FBXL5/CIB2/SLC31A1/NCOA4/PDZD8/TMEM64/AP3B1/SLC10A7/TMEM106B/FKBP1A/EXT2/GNAI2/BAX/PICALM/RAB7A/SLC25A28/SELENOK/ATP6V1F/MAPK3	126
